ts_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,stdDevAX
24.785,-0.1191,0.0173,1.0249,0.0763,0.6107,0.6489,
24.805,-0.1165,0.0168,1.0188,0.1756,0.626,0.6336,
24.825,-0.1162,0.0166,1.0229,0.1985,0.5954,0.5496,
24.845,-0.1184,0.0132,1.0178,0.2137,0.3664,0.542,
24.865,-0.1213,0.0146,1.0176,0.145,0.5267,0.626,
24.885,-0.1147,0.0151,1.0247,0.1985,0.5038,0.6336,
24.905,-0.1167,0.0164,1.0188,0.1908,0.5725,0.5191,
24.925,-0.1157,0.0181,1.0164,0.1603,0.6336,0.6107,
24.945,-0.114,0.019,1.0203,0.0992,0.5115,0.6489,
24.965,-0.1184,0.0151,1.0205,0.145,0.5725,0.5573,
24.985,-0.1218,0.0112,1.0242,0.1221,0.5573,0.6718,
25.005,-0.1182,0.0146,1.0286,0.1679,0.4275,0.5267,
25.025,-0.1206,0.0188,1.0193,0.1679,0.5191,0.6107,
